run_id,condition,persona_id,repeat,decision,transportation_mode,destination_type,departure_urgency,income_level,vehicle_access,family_structure,medical_caregiving_responsibilities,wildfire_risk_level,transit_access,distance_to_nearest_shelter,road_travel_time_to_shelter,distance_to_hazard_zone,has_children,has_medical_need,is_low_income,mode_hard_violation,destination_hard_violation,mode_soft_issue,destination_soft_issue,soft_feasibility_issue,hard_violation_count,soft_violation_count,spatial_inconsistency_count,any_hard_violation,any_soft_issue,any_violation,mode_feasible,destination_feasible,feasibility_score,spatial_consistency_score,hard_violation_notes,soft_violation_notes,spatial_inconsistency_notes,violation_notes
ACS-094-spatial_grounded-r1,spatial_grounded,ACS-094,1,Evacuate now,Public transit,Public shelter,High,Low,No,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-095-baseline-r1,baseline,ACS-095,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-095-spatial_grounded-r1,spatial_grounded,ACS-095,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-096-baseline-r1,baseline,ACS-096,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-096-spatial_grounded-r1,spatial_grounded,ACS-096,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-097-baseline-r1,baseline,ACS-097,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Two-adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-097-spatial_grounded-r1,spatial_grounded,ACS-097,1,Evacuate now,Public transit,Public shelter,High,Low,No,Two-adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-098-baseline-r1,baseline,ACS-098,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-098-spatial_grounded-r1,spatial_grounded,ACS-098,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-099-baseline-r1,baseline,ACS-099,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-099-spatial_grounded-r1,spatial_grounded,ACS-099,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-100-baseline-r1,baseline,ACS-100,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-100-spatial_grounded-r1,spatial_grounded,ACS-100,1,Evacuate now,Public transit,Public shelter,High,Low,No,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-101-baseline-r1,baseline,ACS-101,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,Good,5.5,35,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-101-spatial_grounded-r1,spatial_grounded,ACS-101,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,Good,5.5,35,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-102-baseline-r1,baseline,ACS-102,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Single adult household,None,High,Good,5.5,35,1.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-102-spatial_grounded-r1,spatial_grounded,ACS-102,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Single adult household,None,High,Good,5.5,35,1.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-103-baseline-r1,baseline,ACS-103,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,Good,5.5,35,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-103-spatial_grounded-r1,spatial_grounded,ACS-103,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,Good,5.5,35,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-104-baseline-r1,baseline,ACS-104,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Household with children,Child caregiving responsibilities,High,Good,5.5,35,1.3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-104-spatial_grounded-r1,spatial_grounded,ACS-104,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Household with children,Child caregiving responsibilities,High,Good,5.5,35,1.3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-105-baseline-r1,baseline,ACS-105,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Single adult household,None,High,Good,5.5,35,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-105-spatial_grounded-r1,spatial_grounded,ACS-105,1,Evacuate now,Private vehicle,Public shelter,High urgency,Middle,Yes,Single adult household,None,High,Good,5.5,35,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-106-baseline-r1,baseline,ACS-106,1,Evacuate now,Public transit,Friend/relative home,High,Middle,No,Shared adult household,None,High,Good,5.5,35,1.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-106-spatial_grounded-r1,spatial_grounded,ACS-106,1,Evacuate now,Public transit,Public shelter,High,Middle,No,Shared adult household,None,High,Good,5.5,35,1.3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0.8,0.5,,,reasoning_implies_vehicle_without_access; reasoning_calls_distant_shelter_nearby,reasoning_implies_vehicle_without_access; reasoning_calls_distant_shelter_nearby
ACS-107-baseline-r1,baseline,ACS-107,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,Older adult mobility or medication needs,High,Good,5.5,35,1.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-107-spatial_grounded-r1,spatial_grounded,ACS-107,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,Older adult mobility or medication needs,High,Good,5.5,35,1.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-108-baseline-r1,baseline,ACS-108,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Household with children,Child caregiving responsibilities,High,Good,5.5,35,1.3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-108-spatial_grounded-r1,spatial_grounded,ACS-108,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Household with children,Child caregiving responsibilities,High,Good,5.5,35,1.3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-109-baseline-r1,baseline,ACS-109,1,Evacuate now,Public transit,Friend/relative home,High,Middle,No,Two-adult household,None,High,Good,5.5,35,1.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-109-spatial_grounded-r1,spatial_grounded,ACS-109,1,Evacuate now,Public transit,Public shelter,High,Middle,No,Two-adult household,None,High,Good,5.5,35,1.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-110-baseline-r1,baseline,ACS-110,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Two-adult household,None,High,Good,5.5,35,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-110-spatial_grounded-r1,spatial_grounded,ACS-110,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Two-adult household,None,High,Good,5.5,35,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-111-baseline-r1,baseline,ACS-111,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Shared adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-111-spatial_grounded-r1,spatial_grounded,ACS-111,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Shared adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-112-baseline-r1,baseline,ACS-112,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-112-spatial_grounded-r1,spatial_grounded,ACS-112,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-113-baseline-r1,baseline,ACS-113,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Shared adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-113-spatial_grounded-r1,spatial_grounded,ACS-113,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Shared adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-114-baseline-r1,baseline,ACS-114,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Shared adult household,None,High,Good,1.5,10,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-114-spatial_grounded-r1,spatial_grounded,ACS-114,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Shared adult household,None,High,Good,1.5,10,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-115-baseline-r1,baseline,ACS-115,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-115-spatial_grounded-r1,spatial_grounded,ACS-115,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-116-baseline-r1,baseline,ACS-116,1,Evacuate now,Public transit,Public shelter,High,Low,No,Household with children,Child caregiving responsibilities,High,Good,1.5,10,1.9,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-116-spatial_grounded-r1,spatial_grounded,ACS-116,1,Evacuate now,Public transit,Public shelter,High,Low,No,Household with children,Child caregiving responsibilities,High,Good,1.5,10,1.9,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-117-baseline-r1,baseline,ACS-117,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Shared adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-117-spatial_grounded-r1,spatial_grounded,ACS-117,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Shared adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-118-baseline-r1,baseline,ACS-118,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Two-adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-118-spatial_grounded-r1,spatial_grounded,ACS-118,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Two-adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-119-baseline-r1,baseline,ACS-119,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Two-adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-119-spatial_grounded-r1,spatial_grounded,ACS-119,1,Evacuate now,Public transit,Public shelter,High,Low,No,Two-adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-120-baseline-r1,baseline,ACS-120,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Shared adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-120-spatial_grounded-r1,spatial_grounded,ACS-120,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Shared adult household,None,High,Good,1.5,10,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-121-baseline-r1,baseline,ACS-121,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-121-spatial_grounded-r1,spatial_grounded,ACS-121,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-122-baseline-r1,baseline,ACS-122,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-122-spatial_grounded-r1,spatial_grounded,ACS-122,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-123-baseline-r1,baseline,ACS-123,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-123-spatial_grounded-r1,spatial_grounded,ACS-123,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-124-baseline-r1,baseline,ACS-124,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-124-spatial_grounded-r1,spatial_grounded,ACS-124,1,Evacuate now,Ride with family/friend,Public shelter,High,Low,No,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-125-baseline-r1,baseline,ACS-125,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Shared adult household,None,Moderate,Limited,2.3,15,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-125-spatial_grounded-r1,spatial_grounded,ACS-125,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Shared adult household,None,Moderate,Limited,2.3,15,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-126-baseline-r1,baseline,ACS-126,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Shared adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-126-spatial_grounded-r1,spatial_grounded,ACS-126,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Shared adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-127-baseline-r1,baseline,ACS-127,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-127-spatial_grounded-r1,spatial_grounded,ACS-127,1,Evacuate now,Ride with family/friend,Public shelter,High,Lower-middle,No,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-128-baseline-r1,baseline,ACS-128,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Shared adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-128-spatial_grounded-r1,spatial_grounded,ACS-128,1,Delay evacuation,Public transit,Public shelter,Moderate,Low,No,Shared adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-129-baseline-r1,baseline,ACS-129,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-129-spatial_grounded-r1,spatial_grounded,ACS-129,1,Evacuate now,Ride with family/friend,Public shelter,High,Lower-middle,No,Two-adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-130-baseline-r1,baseline,ACS-130,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Single adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-130-spatial_grounded-r1,spatial_grounded,ACS-130,1,Delay evacuation,Public transit,Public shelter,Moderate urgency,Lower-middle,No,Single adult household,None,Moderate,Limited,2.3,15,2.5,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-131-baseline-r1,baseline,ACS-131,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-131-spatial_grounded-r1,spatial_grounded,ACS-131,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-132-baseline-r1,baseline,ACS-132,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-132-spatial_grounded-r1,spatial_grounded,ACS-132,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-133-baseline-r1,baseline,ACS-133,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-133-spatial_grounded-r1,spatial_grounded,ACS-133,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-134-baseline-r1,baseline,ACS-134,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-134-spatial_grounded-r1,spatial_grounded,ACS-134,1,Evacuate now,Ride with family/friend,Public shelter,High,Low,No,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-135-baseline-r1,baseline,ACS-135,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Household with children,None,Moderate,Limited,3.1,20,3.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-135-spatial_grounded-r1,spatial_grounded,ACS-135,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Household with children,None,Moderate,Limited,3.1,20,3.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-136-baseline-r1,baseline,ACS-136,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-136-spatial_grounded-r1,spatial_grounded,ACS-136,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-137-baseline-r1,baseline,ACS-137,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-137-spatial_grounded-r1,spatial_grounded,ACS-137,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-138-baseline-r1,baseline,ACS-138,1,Evacuate now,Private vehicle,Friend/relative home,High,Upper-middle,Yes,Shared adult household,None,Moderate,Limited,3.1,20,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-138-spatial_grounded-r1,spatial_grounded,ACS-138,1,Evacuate now,Private vehicle,Public shelter,High,Upper-middle,Yes,Shared adult household,None,Moderate,Limited,3.1,20,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-139-baseline-r1,baseline,ACS-139,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-139-spatial_grounded-r1,spatial_grounded,ACS-139,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-140-baseline-r1,baseline,ACS-140,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-140-spatial_grounded-r1,spatial_grounded,ACS-140,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,Moderate,Limited,3.1,20,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-141-baseline-r1,baseline,ACS-141,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Household with children,None,Moderate,Good,3.9,25,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
